1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0,0,0,0,0,0,0.9179692974620141,0.12176180402609844,0.8486106275283903,0.5855116553690456,0.485731303808048,0.43412103537814695,0.16953596104703658,0.1399244359020551,0.8164040622996321,0.6603201729440125,0.20065177308494087,0.4023369571423762,0.7068852713753709,0.2398488642016917
0,0,0,0,0,0,0,0,0,0,0,0,0.13805241415166886,0.960732028681698,0.22324271150402766,0.16026402675866167,0.451808607476529,0.2271985144855139,0.8748091473907185,0.9519837729080778,0.16260942487359575,0.324149850874695,0.8576869375439393,0.5647384016753113,0.4829985546290886,0.6951872977569145
0,0,0,0,0,0,0,0,0,0,0,0,0.5232970228676062,0.18438791922294265,0.6465184303122598,0.9509995733752776,0.3492603627803191,0.9274240738333576,0.2737416586444657,0.19649513874721367,0.4507160140139869,0.4869944541716014,0.28626839028222045,0.3243868650280612,0.5114047540649383,0.3639308073015724
0,0,0,0,0,0,0,0,0,0,0,0,0.556201712471968,0.4297501089579143,0.4460433250854592,0.3564676585362543,0.9858404859704578,0.2064380678101029,0.5455410798908434,0.43871159081756544,0.4718563381517934,0.503542068441038,0.7032593150337803,0.9673632216553231,0.5037575245236953,0.8735619118043263
0,0,0,0,0,0,0,0,0,0,0,0,0.4805375486134147,0.2334253413079163,0.5701546029512494,0.944099931108996,0.2839734639612361,0.9814361464981584,0.362889512756354,0.22263185261486929,0.3290554236033017,0.4135452684610217,0.31565037590212874,0.21133648564803328,0.45941670015014097,0.5647156991572961
0,0,0,0,0,0,0,0,0,0,0,0,0.24773396274502224,0.8816525101863153,0.29196687143624445,0.2850609298224217,0.6808162752087543,0.4581639220770711,0.8544421516302914,0.869614703847418,0.27989845315426803,0.5225054119297206,0.7891933131490487,0.6820478648477122,0.4318660027308267,0.7595470274743842
0,0,0,0,0,0,0,0,0,0,0,0,0.7560129670593905,0.17367518450150915,0.7584128877823644,0.4391220998455505,0.4373013472716658,0.3033077897818902,0.24761981792670795,0.21415898363701516,0.9917763667495251,0.4879328417281825,0.42222621060685306,0.7647882118235203,0.4639486692756505,0.3424179230447637
0,0,0,0,0,0,0,0,0,0,0,0,0.6813171256839279,0.3107199804969973,0.644459227470731,0.5414252809685205,0.3576514643142047,0.36592733579887005,0.3426674136792361,0.3277674357620564,0.5477658402383017,0.9389062302895396,0.38408290766412856,0.3271424890406886,0.6682939953216429,0.25322137067251715
0,0,0,0,0,0,0,0,0,0,0,0,0.1717113014674767,0.8671691206044504,0.27002215894695364,0.21316774682449835,0.6322781578377167,0.2055566680654856,0.7934738762053984,0.8666001471873435,0.2967370510007932,0.328344891348051,0.8659945979043546,0.7758882256055268,0.2769597129359965,0.7963722619266121
0,0,0,0,0,0,0,0,0,0,0,0,0.4752528350578617,0.4930700397223655,0.3682436357990667,0.2765202968799351,0.957726662693283,0.14210290636987008,0.5352636183590089,0.5201728060137125,0.6577381289648443,0.3513132266737544,0.8240290822757458,0.9962243698535528,0.31850544624922883,0.9526425356640712
0,0,0,0,0,0,0,0,0,0,0,0,0.5867114570524818,0.5592447470918893,0.483306485174325,0.4346769746396948,0.4059483589327159,0.34512329193609953,0.3681727796774358,0.5478912515129017,0.3604657612639434,0.6360787541226336,0.3183979907533685,0.32187388750819657,0.9985886765927328,0.3068985736037005
0,0,0,0,0,0,0,0,0,0,0,0,0.3021333749617472,0.638130313245109,0.3462293848730828,0.33654941774503544,0.8962866766150783,0.4068910291119551,0.6330997880901681,0.6485841247076596,0.3334082143402005,0.3418040209973571,0.8695439885546405,0.947066670327228,0.28095807144316765,0.9980635396732852
0.9179692974620141,0.13805241415166886,0.5232970228676062,0.556201712471968,0.4805375486134147,0.24773396274502224,0.7560129670593905,0.6813171256839279,0.1717113014674767,0.4752528350578617,0.5867114570524818,0.3021333749617472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12176180402609844,0.960732028681698,0.18438791922294265,0.4297501089579143,0.2334253413079163,0.8816525101863153,0.17367518450150915,0.3107199804969973,0.8671691206044504,0.4930700397223655,0.5592447470918893,0.638130313245109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8486106275283903,0.22324271150402766,0.6465184303122598,0.4460433250854592,0.5701546029512494,0.29196687143624445,0.7584128877823644,0.644459227470731,0.27002215894695364,0.3682436357990667,0.483306485174325,0.3462293848730828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5855116553690456,0.16026402675866167,0.9509995733752776,0.3564676585362543,0.944099931108996,0.2850609298224217,0.4391220998455505,0.5414252809685205,0.21316774682449835,0.2765202968799351,0.4346769746396948,0.33654941774503544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.485731303808048,0.451808607476529,0.3492603627803191,0.9858404859704578,0.2839734639612361,0.6808162752087543,0.4373013472716658,0.3576514643142047,0.6322781578377167,0.957726662693283,0.4059483589327159,0.8962866766150783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.43412103537814695,0.2271985144855139,0.9274240738333576,0.2064380678101029,0.9814361464981584,0.4581639220770711,0.3033077897818902,0.36592733579887005,0.2055566680654856,0.14210290636987008,0.34512329193609953,0.4068910291119551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16953596104703658,0.8748091473907185,0.2737416586444657,0.5455410798908434,0.362889512756354,0.8544421516302914,0.24761981792670795,0.3426674136792361,0.7934738762053984,0.5352636183590089,0.3681727796774358,0.6330997880901681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1399244359020551,0.9519837729080778,0.19649513874721367,0.43871159081756544,0.22263185261486929,0.869614703847418,0.21415898363701516,0.3277674357620564,0.8666001471873435,0.5201728060137125,0.5478912515129017,0.6485841247076596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8164040622996321,0.16260942487359575,0.4507160140139869,0.4718563381517934,0.3290554236033017,0.27989845315426803,0.9917763667495251,0.5477658402383017,0.2967370510007932,0.6577381289648443,0.3604657612639434,0.3334082143402005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6603201729440125,0.324149850874695,0.4869944541716014,0.503542068441038,0.4135452684610217,0.5225054119297206,0.4879328417281825,0.9389062302895396,0.328344891348051,0.3513132266737544,0.6360787541226336,0.3418040209973571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20065177308494087,0.8576869375439393,0.28626839028222045,0.7032593150337803,0.31565037590212874,0.7891933131490487,0.42222621060685306,0.38408290766412856,0.8659945979043546,0.8240290822757458,0.3183979907533685,0.8695439885546405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4023369571423762,0.5647384016753113,0.3243868650280612,0.9673632216553231,0.21133648564803328,0.6820478648477122,0.7647882118235203,0.3271424890406886,0.7758882256055268,0.9962243698535528,0.32187388750819657,0.947066670327228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7068852713753709,0.4829985546290886,0.5114047540649383,0.5037575245236953,0.45941670015014097,0.4318660027308267,0.4639486692756505,0.6682939953216429,0.2769597129359965,0.31850544624922883,0.9985886765927328,0.28095807144316765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2398488642016917,0.6951872977569145,0.3639308073015724,0.8735619118043263,0.5647156991572961,0.7595470274743842,0.3424179230447637,0.25322137067251715,0.7963722619266121,0.9526425356640712,0.3068985736037005,0.9980635396732852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
